ending,frequency,probability
टीचर,4,3.024810249872013e-06
समझाते,4,3.024810249872013e-06
बीती,4,3.024810249872013e-06
जाएं..,4,3.024810249872013e-06
आंधी,4,3.024810249872013e-06
जुटाएंगे,7,5.293417937276022e-06
साधेंगे,4,3.024810249872013e-06
अपमानित,4,3.024810249872013e-06
महादेव...,4,3.024810249872013e-06
सारी,4,3.024810249872013e-06
कैटरीना,4,3.024810249872013e-06
दिलाऊंगा,4,3.024810249872013e-06
जीरो,4,3.024810249872013e-06
आओगी,4,3.024810249872013e-06
कराऊंगा,4,3.024810249872013e-06
भाग,4,3.024810249872013e-06
मूवीज,4,3.024810249872013e-06
या,4,3.024810249872013e-06
सचित्रा,4,3.024810249872013e-06
वैंडेर्से,4,3.024810249872013e-06
रहोगे,4,3.024810249872013e-06
नानाजी,4,3.024810249872013e-06
नानी,4,3.024810249872013e-06
खामियां,4,3.024810249872013e-06
छूआ,4,3.024810249872013e-06
बिताए,8,6.049620499744026e-06
सहारनपुर,10,7.5620256246800315e-06
पूछें,4,3.024810249872013e-06
सुलझेगा,4,3.024810249872013e-06
कि.मी,4,3.024810249872013e-06
इलाका,4,3.024810249872013e-06
चीजें,4,3.024810249872013e-06
के.के,6,4.537215374808019e-06
स्मिथ,8,6.049620499744026e-06
भूलेगी,4,3.024810249872013e-06
कमी,4,3.024810249872013e-06
वेबसीरीज,4,3.024810249872013e-06
स्मार्टफोन,4,3.024810249872013e-06
कमाऊंगा,4,3.024810249872013e-06
सिखाईं,4,3.024810249872013e-06
डालोगे,4,3.024810249872013e-06
बिपाशा,4,3.024810249872013e-06
इतिहास,7,5.293417937276022e-06
होृुए,4,3.024810249872013e-06
बाल,4,3.024810249872013e-06
,408,0.0003085306454869453
हिचकें,3,2.2686076874040095e-06
दबंग,3,2.2686076874040095e-06
सुविधा..,6,4.537215374808019e-06
आती..,3,2.2686076874040095e-06
नंबर..,3,2.2686076874040095e-06
बजीं,3,2.2686076874040095e-06
शेम,3,2.2686076874040095e-06
बदलेंगे,3,2.2686076874040095e-06
डिस्प्ले,3,2.2686076874040095e-06
दिलवाएंगे,3,2.2686076874040095e-06
आरोन,3,2.2686076874040095e-06
सीखेंगी,6,4.537215374808019e-06
रिपोर्ट..,3,2.2686076874040095e-06
रेप,3,2.2686076874040095e-06
एसएनएस,3,2.2686076874040095e-06
कैरेक्टर,3,2.2686076874040095e-06
चखाया,5,3.7810128123400157e-06
मेकअप..,6,4.537215374808019e-06
फैलाएं,6,4.537215374808019e-06
स्ट्रेटेजी,3,2.2686076874040095e-06
ईदी,6,4.537215374808019e-06
हटेगा,3,2.2686076874040095e-06
पहुंचाती,3,2.2686076874040095e-06
अभियान,3,2.2686076874040095e-06
निकलवाया,3,2.2686076874040095e-06
ओला,3,2.2686076874040095e-06
ट्रैक,6,4.537215374808019e-06
रोकीं,3,2.2686076874040095e-06
वाइ.एस,3,2.2686076874040095e-06
हित,3,2.2686076874040095e-06
के.एस,3,2.2686076874040095e-06
ओ.सी,3,2.2686076874040095e-06
बजाए,3,2.2686076874040095e-06
बूमराह,3,2.2686076874040095e-06
भाषा,3,2.2686076874040095e-06
नन,6,4.537215374808019e-06
एरेंस,3,2.2686076874040095e-06
पार्टीज,3,2.2686076874040095e-06
खत..,3,2.2686076874040095e-06
चुके,3,2.2686076874040095e-06
बेपरवाह,3,2.2686076874040095e-06
दीजिए..,3,2.2686076874040095e-06
है.या,3,2.2686076874040095e-06
तैयारी..,3,2.2686076874040095e-06
शुरू..,3,2.2686076874040095e-06
चखेंगे,6,4.537215374808019e-06
बालासन,3,2.2686076874040095e-06
बिताई,3,2.2686076874040095e-06
भ्रष्टाचार,3,2.2686076874040095e-06
करवाते,3,2.2686076874040095e-06
जिउंगा,3,2.2686076874040095e-06
हटाओ,12,9.074430749616038e-06
बनवाओ,3,2.2686076874040095e-06
कहना,3,2.2686076874040095e-06
चलाओ,3,2.2686076874040095e-06
जागे,3,2.2686076874040095e-06
आाए,3,2.2686076874040095e-06
समझें..,3,2.2686076874040095e-06
फेंकी,3,2.2686076874040095e-06
सोएंगे,3,2.2686076874040095e-06
पूछ,3,2.2686076874040095e-06
भरूंगा,6,4.537215374808019e-06
विजन,9,6.805823062212029e-06
बिकवाऊंगा,3,2.2686076874040095e-06
फैलाएंगे,3,2.2686076874040095e-06
सूडान,3,2.2686076874040095e-06
फेमस,3,2.2686076874040095e-06
एच.आर,3,2.2686076874040095e-06
निकालती,5,3.7810128123400157e-06
मेहता,3,2.2686076874040095e-06
ओपनिंग,3,2.2686076874040095e-06
थआ,4,3.024810249872013e-06
सौपेंगे,3,2.2686076874040095e-06
भावना,3,2.2686076874040095e-06
समझौता,8,6.049620499744026e-06
दौर,3,2.2686076874040095e-06
लंबी,3,2.2686076874040095e-06
योजना,3,2.2686076874040095e-06
ट्रेंड,3,2.2686076874040095e-06
रिवील,3,2.2686076874040095e-06
मैनेजर,3,2.2686076874040095e-06
स्टार,3,2.2686076874040095e-06
तरीका..,3,2.2686076874040095e-06
इसलिए,3,2.2686076874040095e-06
फीचर,3,2.2686076874040095e-06
सीखे,3,2.2686076874040095e-06
ज,15,1.1343038437020048e-05
महकेगी,6,4.537215374808019e-06
नौबत,3,2.2686076874040095e-06
बच्चे.,3,2.2686076874040095e-06
शुरू...,3,2.2686076874040095e-06
चूकेगा,5,3.7810128123400157e-06
आंटी,6,4.537215374808019e-06
जिऊंगा,3,2.2686076874040095e-06
अम्मा,3,2.2686076874040095e-06
क्यूं,3,2.2686076874040095e-06
सुनूं,3,2.2686076874040095e-06
संस्कार,3,2.2686076874040095e-06
है......,3,2.2686076874040095e-06
मंशा,3,2.2686076874040095e-06
आफत,3,2.2686076874040095e-06
मुसाफिर..,3,2.2686076874040095e-06
संसाधन,3,2.2686076874040095e-06
लम्हें..,3,2.2686076874040095e-06
ट्वीट्स,5,3.7810128123400157e-06
पी.ओ,3,2.2686076874040095e-06
पी.बी,3,2.2686076874040095e-06
कोलकाता,3,2.2686076874040095e-06
जाने,3,2.2686076874040095e-06
लूटे,3,2.2686076874040095e-06
बैठक,3,2.2686076874040095e-06
मार्च,6,4.537215374808019e-06
संसद,3,2.2686076874040095e-06
मुफ्ती,3,2.2686076874040095e-06
राजधानी,3,2.2686076874040095e-06
अर्जी,3,2.2686076874040095e-06
रावत,3,2.2686076874040095e-06
आज,3,2.2686076874040095e-06
रेडियो,6,4.537215374808019e-06
खून,3,2.2686076874040095e-06
बाबर..,3,2.2686076874040095e-06
परंपरा..,3,2.2686076874040095e-06
केरला,3,2.2686076874040095e-06
मार्ग,3,2.2686076874040095e-06
जानेगी,3,2.2686076874040095e-06
मौतें,3,2.2686076874040095e-06
इधर,3,2.2686076874040095e-06
हों..,3,2.2686076874040095e-06
एस.सी,3,2.2686076874040095e-06
जीतिए,3,2.2686076874040095e-06
अनोखा,3,2.2686076874040095e-06
तेलंगाना,3,2.2686076874040095e-06
खपाई,6,4.537215374808019e-06
सुनती,3,2.2686076874040095e-06
साफ,3,2.2686076874040095e-06
संगीत,3,2.2686076874040095e-06
भगवान,3,2.2686076874040095e-06
दिखाया..,3,2.2686076874040095e-06
बनींं,3,2.2686076874040095e-06
पूछता,3,2.2686076874040095e-06
दिलाईं,3,2.2686076874040095e-06
कातिल,3,2.2686076874040095e-06
स्टैंड,3,2.2686076874040095e-06
शैतानी,3,2.2686076874040095e-06
पहुंचाते,3,2.2686076874040095e-06
जी.एन,3,2.2686076874040095e-06
सबक..,3,2.2686076874040095e-06
सुलझाएंगे,3,2.2686076874040095e-06
उसको,3,2.2686076874040095e-06
दिलाएंगी,3,2.2686076874040095e-06
दही,3,2.2686076874040095e-06
पहनाएं,3,2.2686076874040095e-06
शासन,3,2.2686076874040095e-06
मंगोलपुरी,3,2.2686076874040095e-06
बताते,3,2.2686076874040095e-06
,429,0.0003244108992987734
पीता,2,1.5124051249360064e-06
वायरल..,2,1.5124051249360064e-06
बसेगा,2,1.5124051249360064e-06
धौलपुर,2,1.5124051249360064e-06
पुहंची,2,1.5124051249360064e-06
फिक्र,4,3.024810249872013e-06
दुरुपयोग,2,1.5124051249360064e-06
सितारे,2,1.5124051249360064e-06
पी.एस,2,1.5124051249360064e-06
फंडे..,2,1.5124051249360064e-06
मंत्री..,6,4.537215374808019e-06
चिंदबरम,2,1.5124051249360064e-06
केयर,4,3.024810249872013e-06
झूठा,2,1.5124051249360064e-06
पहल,2,1.5124051249360064e-06
योगी,4,3.024810249872013e-06
लालाला..,2,1.5124051249360064e-06
पुकारे,2,1.5124051249360064e-06
चीयर,2,1.5124051249360064e-06
दोहराएं,2,1.5124051249360064e-06
लोकेशंस,2,1.5124051249360064e-06
सट्टेबाजी,2,1.5124051249360064e-06
तस्करी,2,1.5124051249360064e-06
पीए,2,1.5124051249360064e-06
खरा,2,1.5124051249360064e-06
गरजा,2,1.5124051249360064e-06
बेटे,2,1.5124051249360064e-06
चुकाए,2,1.5124051249360064e-06
अमित,2,1.5124051249360064e-06
भूना,2,1.5124051249360064e-06
लिंग,2,1.5124051249360064e-06
ऐप,2,1.5124051249360064e-06
जाउं,2,1.5124051249360064e-06
वियतनाम,2,1.5124051249360064e-06
गिनकर,2,1.5124051249360064e-06
डालो,2,1.5124051249360064e-06
आपके,2,1.5124051249360064e-06
शरण,2,1.5124051249360064e-06
खंगालना,2,1.5124051249360064e-06
फटे,2,1.5124051249360064e-06
प्रेम,2,1.5124051249360064e-06
कथा..,2,1.5124051249360064e-06
सुनियेगा,4,3.024810249872013e-06
जयते,4,3.024810249872013e-06
पुहंचे,2,1.5124051249360064e-06
रविंद्र,2,1.5124051249360064e-06
तलाशेंगी,4,3.024810249872013e-06
अभिनंदन..,2,1.5124051249360064e-06
रचे,2,1.5124051249360064e-06
हिंसा,2,1.5124051249360064e-06
मोटरसाइकिलें,2,1.5124051249360064e-06
मुर्दाबाद,2,1.5124051249360064e-06
ट्रिप,2,1.5124051249360064e-06
क्योंकि...,2,1.5124051249360064e-06
साधें,2,1.5124051249360064e-06
नगर,2,1.5124051249360064e-06
अखबार,2,1.5124051249360064e-06
जान..,2,1.5124051249360064e-06
मुखिया,4,3.024810249872013e-06
बाथरी,2,1.5124051249360064e-06
बिकी,2,1.5124051249360064e-06
पजेशन,2,1.5124051249360064e-06
प्रतिक्रियाएं,2,1.5124051249360064e-06
बसाए,2,1.5124051249360064e-06
ठीक,2,1.5124051249360064e-06
शनिदेव..,2,1.5124051249360064e-06
शहर,2,1.5124051249360064e-06
मरते,2,1.5124051249360064e-06
पीटो,2,1.5124051249360064e-06
पागल,2,1.5124051249360064e-06
डेथ,4,3.024810249872013e-06
झाडू,2,1.5124051249360064e-06
दिन..,3,2.2686076874040095e-06
रीट्वीट,2,1.5124051249360064e-06
रिट्वीट,2,1.5124051249360064e-06
मांगेगा,2,1.5124051249360064e-06
पेरेंट्स,2,1.5124051249360064e-06
सुसाइड..,4,3.024810249872013e-06
राजनेता,2,1.5124051249360064e-06
एन.पी,2,1.5124051249360064e-06
फूट,2,1.5124051249360064e-06
विशाल,2,1.5124051249360064e-06
टिके,2,1.5124051249360064e-06
एम्पायर,2,1.5124051249360064e-06
तारीफ..,2,1.5124051249360064e-06
पिंड,2,1.5124051249360064e-06
डी.सी,2,1.5124051249360064e-06
डगमगाएगा,2,1.5124051249360064e-06
डब्ल्यू,2,1.5124051249360064e-06
ठोकेंगे,2,1.5124051249360064e-06
पिंक,2,1.5124051249360064e-06
वर.,2,1.5124051249360064e-06
स्तुति..,2,1.5124051249360064e-06
डी.के,2,1.5124051249360064e-06
एम.जे,2,1.5124051249360064e-06
फेवरेट,2,1.5124051249360064e-06
हटता,2,1.5124051249360064e-06
क्या...,2,1.5124051249360064e-06
दुनिया..,2,1.5124051249360064e-06
मेरा..,2,1.5124051249360064e-06
कटेंगे,2,1.5124051249360064e-06
बुगनुस,2,1.5124051249360064e-06
सोचेगा,2,1.5124051249360064e-06
कहती,2,1.5124051249360064e-06
उठाना,2,1.5124051249360064e-06
भरवाईं,2,1.5124051249360064e-06
चुकाएगा,2,1.5124051249360064e-06
दूध..,2,1.5124051249360064e-06
मामला..,2,1.5124051249360064e-06
,445,0.00033651014029826144
पी.ए,1,7.562025624680032e-07
उल्लंघन,1,7.562025624680032e-07
पहनूं,1,7.562025624680032e-07
अर्थ,1,7.562025624680032e-07
वतन,1,7.562025624680032e-07
अकाउंट्स,1,7.562025624680032e-07
कश्मीरी,1,7.562025624680032e-07
धो,1,7.562025624680032e-07
गोविंदा,1,7.562025624680032e-07
हूंगा,1,7.562025624680032e-07
शुल्क..,1,7.562025624680032e-07
दिक्कतें..,1,7.562025624680032e-07
प्रतिक्रियाएं..,1,7.562025624680032e-07
बिखेरेंगे,1,7.562025624680032e-07
दरबार,1,7.562025624680032e-07
नोटबंदी,1,7.562025624680032e-07
कह,1,7.562025624680032e-07
सिलेंडर,1,7.562025624680032e-07
दो..,2,1.5124051249360064e-06
चेहरा.,1,7.562025624680032e-07
सपने,2,1.5124051249360064e-06
गोली,1,7.562025624680032e-07
जाति,1,7.562025624680032e-07
सोफ,1,7.562025624680032e-07
पहले,1,7.562025624680032e-07
टी.के,1,7.562025624680032e-07
कौशांबी,1,7.562025624680032e-07
स्निफ,1,7.562025624680032e-07
खिलवाया,1,7.562025624680032e-07
बनाते,2,1.5124051249360064e-06
काल्पनिक,1,7.562025624680032e-07
उतारीं,1,7.562025624680032e-07
बी.बी,1,7.562025624680032e-07
जाओगे..,1,7.562025624680032e-07
मनोहर,1,7.562025624680032e-07
लवयात्री,1,7.562025624680032e-07
जकरबर्ग,1,7.562025624680032e-07
रिश्ता..,1,7.562025624680032e-07
झलकता,1,7.562025624680032e-07
आवाजें,1,7.562025624680032e-07
इच्छा,1,7.562025624680032e-07
सिन्हा,1,7.562025624680032e-07
वैशाली,1,7.562025624680032e-07
निभाऊं,1,7.562025624680032e-07
हमें..,1,7.562025624680032e-07
खोई,1,7.562025624680032e-07
जोंडो,1,7.562025624680032e-07
डुसेन,1,7.562025624680032e-07
कैंडिडेट,1,7.562025624680032e-07
भरते,1,7.562025624680032e-07
सरदार,1,7.562025624680032e-07
उकेरा,1,7.562025624680032e-07
भरपाई,1,7.562025624680032e-07
रोएं,1,7.562025624680032e-07
चीखी,1,7.562025624680032e-07
इजाजत..,1,7.562025624680032e-07
गुजारेंगे,2,1.5124051249360064e-06
पहुंचाता,1,7.562025624680032e-07
कारावास,1,7.562025624680032e-07
गिरहोत्रा..,1,7.562025624680032e-07
सुपारी,1,7.562025624680032e-07
पी.एस.एम.एस,1,7.562025624680032e-07
सी.जी.एच.एस,1,7.562025624680032e-07
एन.जी.ओ,2,1.5124051249360064e-06
वाह,1,7.562025624680032e-07
फ्लर्ट,1,7.562025624680032e-07
बिताएंगी,1,7.562025624680032e-07
आर्मी,1,7.562025624680032e-07
खिंचवाए,1,7.562025624680032e-07
मेलबर्न,1,7.562025624680032e-07
फाइनल,1,7.562025624680032e-07
जितवाया,1,7.562025624680032e-07
अलविदा,1,7.562025624680032e-07
दांव,1,7.562025624680032e-07
जनाधार,1,7.562025624680032e-07
सोसाइटी,2,1.5124051249360064e-06
भेद,1,7.562025624680032e-07
आइए,1,7.562025624680032e-07
मुकाबला,2,1.5124051249360064e-06
हिना,1,7.562025624680032e-07
जीतूंगा,1,7.562025624680032e-07
मुताबिक,1,7.562025624680032e-07
जानकारियां,1,7.562025624680032e-07
राहत,1,7.562025624680032e-07
माजरा,1,7.562025624680032e-07
कतराएगा,1,7.562025624680032e-07
कुनबा,1,7.562025624680032e-07
आभारी,1,7.562025624680032e-07
चेलगी,1,7.562025624680032e-07
बनावाओ,2,1.5124051249360064e-06
सोचो,1,7.562025624680032e-07
मंत्र,1,7.562025624680032e-07
अर्थव्यवस्था,1,7.562025624680032e-07
भागेंगी,1,7.562025624680032e-07
होने,1,7.562025624680032e-07
ख्वाब,1,7.562025624680032e-07
बहेंगी,1,7.562025624680032e-07
वंतूर,1,7.562025624680032e-07
लागाएं,1,7.562025624680032e-07
सिखाए,1,7.562025624680032e-07
झुकेगीं,1,7.562025624680032e-07
झुकेंगी,1,7.562025624680032e-07
पद्मश्री...,1,7.562025624680032e-07
